ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
l3cache2, stateEvent_Inv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Inv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Inv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Inv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_Fetch_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchResp_MInv, , Accumulator, 1821667360, 0, 13, 13, 13, 1, 1
l3cache2, stateEvent_FetchXResp_MInvX, , Accumulator, 1821667360, 0, 37, 37, 37, 1, 1
l3cache2, stateEvent_AckInv_MInv, , Accumulator, 1821667360, 0, 4, 4, 4, 1, 1
l3cache2, stateEvent_AckInv_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_AckInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_AckInv_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLine_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLine_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLine_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineResp_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineResp_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineResp_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_GetS, , Accumulator, 1821667360, 0, 426, 426, 426, 1, 1
l3cache2, eventSent_GetX, , Accumulator, 1821667360, 0, 129, 129, 129, 1, 1
l3cache2, eventSent_GetSX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_Write, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_PutS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_PutM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FlushLine, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FlushLineInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FetchResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FetchXResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_AckInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_NACK, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_GetSResp, , Accumulator, 1821667360, 0, 75, 75, 75, 1, 1
l3cache2, eventSent_GetXResp, , Accumulator, 1821667360, 0, 629, 629, 629, 1, 1
l3cache2, eventSent_WriteResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FlushLineResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_Fetch, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FetchInv, , Accumulator, 1821667360, 0, 13, 13, 13, 1, 1
l3cache2, eventSent_ForceInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_FetchInvX, , Accumulator, 1821667360, 0, 39, 39, 39, 1, 1
l3cache2, eventSent_Inv, , Accumulator, 1821667360, 0, 4, 4, 4, 1, 1
l3cache2, eventSent_Put, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_Get, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_AckMove, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_CustomReq, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_CustomResp, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_CustomAck, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_GetS_hit, , Accumulator, 1821667360, 0, 1226, 36386, 92, 7, 67
l3cache2, latency_GetS_miss, , Accumulator, 1821667360, 0, 76474, 14084710, 426, 139, 225
l3cache2, latency_GetS_inv, , Accumulator, 1821667360, 0, 2690, 215978, 39, 48, 166
l3cache2, latency_GetX_hit, , Accumulator, 1821667360, 0, 28, 196, 4, 7, 7
l3cache2, latency_GetX_miss, , Accumulator, 1821667360, 0, 22988, 4196380, 129, 138, 220
l3cache2, latency_GetX_inv, , Accumulator, 1821667360, 0, 905, 63211, 14, 52, 128
l3cache2, latency_GetX_upgrade, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_GetSX_hit, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_GetSX_miss, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_GetSX_inv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_GetSX_upgrade, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_FlushLine, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, latency_FlushLineInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSHit_Arrival, , Accumulator, 1821667360, 0, 112, 112, 112, 1, 1
l3cache2, GetXHit_Arrival, , Accumulator, 1821667360, 0, 18, 18, 18, 1, 1
l3cache2, GetSXHit_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSHit_Blocked, , Accumulator, 1821667360, 0, 19, 19, 19, 1, 1
l3cache2, GetXHit_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSXHit_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSMiss_Arrival, , Accumulator, 1821667360, 0, 426, 426, 426, 1, 1
l3cache2, GetXMiss_Arrival, , Accumulator, 1821667360, 0, 129, 129, 129, 1, 1
l3cache2, GetSXMiss_Arrival, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetXMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSXMiss_Blocked, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, CacheHits, , Accumulator, 1821667360, 0, 149, 149, 149, 1, 1
l3cache2, CacheMisses, , Accumulator, 1821667360, 0, 555, 555, 555, 1, 1
l3cache2, stateEvent_AckPut_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, evict_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, evict_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, evict_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_GetS_E, , Accumulator, 1821667360, 0, 51, 51, 51, 1, 1
l3cache2, stateEvent_GetX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_GetSX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutS_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutS_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutE_E, , Accumulator, 1821667360, 0, 330, 330, 330, 1, 1
l3cache2, stateEvent_PutE_M, , Accumulator, 1821667360, 0, 1, 1, 1, 1, 1
l3cache2, stateEvent_PutE_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutE_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutE_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutE_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutM_E, , Accumulator, 1821667360, 0, 2, 2, 2, 1, 1
l3cache2, stateEvent_PutM_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutM_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutX_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_PutX_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInvX_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchInv_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_ForceInv_EInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchResp_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FetchXResp_EInvX, , Accumulator, 1821667360, 0, 2, 2, 2, 1, 1
l3cache2, stateEvent_AckInv_EInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLine_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, stateEvent_FlushLineInv_E, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, eventSent_PutE, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, TotalEventsReceived, , Accumulator, 1821667360, 0, 1717, 1717, 1717, 1, 1
l3cache2, TotalEventsReplayed, , Accumulator, 1821667360, 0, 72, 72, 72, 1, 1
l3cache2, GetS_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, Write_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSX_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, WriteResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, CustomReq_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, CustomResp_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, CustomAck_uncache_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, NULLCMD_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetS_recv, , Accumulator, 1821667360, 0, 557, 557, 557, 1, 1
l3cache2, GetX_recv, , Accumulator, 1821667360, 0, 147, 147, 147, 1, 1
l3cache2, GetSX_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, Write_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FlushLine_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FlushLineInv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetSResp_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, GetXResp_recv, , Accumulator, 1821667360, 0, 555, 555, 555, 1, 1
l3cache2, WriteResp_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FlushLineResp_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, PutS_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, PutM_recv, , Accumulator, 1821667360, 0, 71, 71, 71, 1, 1
l3cache2, PutE_recv, , Accumulator, 1821667360, 0, 331, 331, 331, 1, 1
l3cache2, PutX_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, Inv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, ForceInv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, Fetch_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FetchInv_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FetchInvX_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, FetchResp_recv, , Accumulator, 1821667360, 0, 13, 13, 13, 1, 1
l3cache2, FetchXResp_recv, , Accumulator, 1821667360, 0, 39, 39, 39, 1, 1
l3cache2, NACK_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, AckInv_recv, , Accumulator, 1821667360, 0, 4, 4, 4, 1, 1
l3cache2, AckPut_recv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache2, MSHR_occupancy, , Accumulator, 1821667360, 0, 101841, 109217, 3643334, 0, 6
l3cache2, Bank_conflicts, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, packet_latency, , Accumulator, 1821667360, 0, 21424, 311624, 1777, 4, 27
l3cache3, send_bit_count, , Accumulator, 1821667360, 0, 460160, 244441088, 1358, 64, 576
l3cache3, output_port_stalls, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, idle_time, , Accumulator, 1821667360, 0, 1318372007, 19683635570927887, 1333, 197, 68432957
l3cache3, evict_I, , Accumulator, 1821667360, 0, 571, 571, 571, 1, 1
l3cache3, evict_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, evict_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetS_I, , Accumulator, 1821667360, 0, 437, 437, 437, 1, 1
l3cache3, stateEvent_GetS_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetS_M, , Accumulator, 1821667360, 0, 87, 87, 87, 1, 1
l3cache3, stateEvent_GetX_I, , Accumulator, 1821667360, 0, 134, 134, 134, 1, 1
l3cache3, stateEvent_GetX_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetX_M, , Accumulator, 1821667360, 0, 19, 19, 19, 1, 1
l3cache3, stateEvent_GetSX_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetSX_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetSX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetSResp_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetXResp_IS, , Accumulator, 1821667360, 0, 437, 437, 437, 1, 1
l3cache3, stateEvent_GetXResp_IM, , Accumulator, 1821667360, 0, 134, 134, 134, 1, 1
l3cache3, stateEvent_GetXResp_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_GetXResp_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutS_SBInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutM_M, , Accumulator, 1821667360, 0, 73, 73, 73, 1, 1
l3cache3, stateEvent_PutM_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutM_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutX_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_PutX_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Inv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInvX_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_Fetch_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_I, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_S, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_M, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_IS, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_IM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_SM, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_SInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_SMInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_MInv, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_MInvX, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_IB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_ForceInv_SB, , Accumulator, 1821667360, 0, 0, 0, 0, 0, 0
l3cache3, stateEvent_FetchResp_MInv, , Accumulator, 1821667360, 0, 14, 14, 14, 1, 1
l3cache3, stateEvent_FetchXResp_MInvX, , Accumulator, 1821667360, 0, 39, 39, 39, 1, 1
l3cache3, stateEvent_AckInv_MInv, , Accumulator, 1821667360, 0, 4, 4, 4, 1, 1
